image_path,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000011.jpg,2.781,-1.164,2.594,-0.9355,1.008,1.424,-0.9365,1.135,0.03564,1.583,-3.043,1.699,0.902,-0.54,0.1962,-0.624,1.677,-0.9746,-1.082,3.016,1.948,-2.207,-0.2437,-1.439,0.573,-1.166,-0.8438,-1.107,-2.004,1.861,0.01746,-0.634,2.928,0.457,1.936,0.8994,3.893,2.23,-2.152,-1.871,2.496,0.8105,0.6816,-0.04004,-2.617,0.1317,0.542,-0.2905,-2.89,0.52,1.33,-3.332,2.195,1.732,-0.3828,0.8203,-0.3486,-3.184,-0.2164,0.2479,1.684,0.6416,-0.6196,2.035,0.674,1.039,-2.314,2.244,0.5195,-2.111,-3.248,2.824,0.1464,0.0188,-0.5938,-3.527,-1.558,2.531,-2.584,1.05,2.887,2.21,-1.174,2.363,-1.923,-1.8125,0.706,2.834,-2.434,1.6,0.957,1.621,0.1973,1.104,-2.016,1.089,0.3064,-1.117,-0.6245,0.708,0.525,2.793,-0.1072,0.866,-1.6045,1.625,0.717,0.04037,0.6523,1.33,-0.9883,-1.541,-1.377,-3.82,1.378,0.01111,1.226,-2.066,-2.352,-1.0,-2.387,1.092,0.3853,0.1161,-0.1438,0.08105,0.2166,1.045
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000012.jpg,4.55,0.4968,3.451,-1.082,0.12036,1.492,-2.242,0.5835,-1.488,-0.8896,-3.793,1.477,0.1847,0.71,2.133,1.632,-0.3076,-0.2192,1.121,0.829,2.176,-1.986,-0.4602,-3.232,2.094,-1.111,-2.574,-1.61,-2.152,2.688,0.0901,-4.203,3.062,1.1455,0.574,2.672,2.486,1.59,-3.45,-3.586,3.127,-1.506,0.962,-0.754,-2.531,0.8096,0.7236,0.4443,-1.121,1.481,3.477,-3.324,1.309,2.082,1.284,-2.395,-0.1482,-3.941,-1.382,1.854,3.45,0.162,-2.852,1.217,1.838,0.6255,-2.873,3.195,-1.466,1.437,-4.273,1.923,-1.889,1.889,-2.895,-4.22,-0.83,3.307,-0.513,1.325,0.104,1.741,-1.611,3.934,0.3103,-4.125,2.057,2.238,-1.697,-0.1885,0.03632,3.398,-0.6045,3.568,0.4531,0.2155,-0.706,-3.352,-1.433,-0.2769,-2.363,5.03,2.334,-0.003479,-2.273,-0.3213,-0.2725,-0.4243,1.73,0.753,-0.1698,-0.9287,-2.994,-3.594,-0.3442,3.117,0.1963,-2.445,-3.754,1.252,-4.04,-2.207,0.659,3.27,-4.94,-0.6577,1.734,2.7
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000013.jpg,-0.5107,0.841,1.237,-1.368,0.4453,0.7207,-0.6006,-1.418,-0.3872,1.569,-2.826,2.602,0.8774,-0.0432,1.695,-3.463,1.607,-2.047,-0.4355,3.389,3.34,-3.09,0.372,0.4014,0.1761,-0.4885,2.363,1.723,-5.08,0.8286,-0.293,-0.706,2.848,0.8037,-1.516,3.92,2.28,-1.09,2.328,-2.086,2.941,1.356,-0.6943,1.763,-0.0989,1.194,-0.6045,0.213,-5.36,0.11005,0.4836,0.673,0.1755,2.154,2.453,1.098,-3.19,-1.811,-0.28,-1.479,0.9736,-0.74,-3.371,0.6035,-0.435,1.036,-1.846,-0.5737,-0.2788,-1.721,0.2136,1.979,-0.1619,1.084,-0.4878,-1.033,1.268,1.029,-2.387,1.905,2.234,1.005,-0.343,2.074,-4.9,-0.3154,-1.322,0.5186,-1.799,0.6406,2.814,2.15,0.09283,1.734,-3.281,2.066,0.5576,0.9287,0.003723,0.1106,-1.302,2.46,-0.792,-0.373,0.2349,2.086,-1.209,-4.18,-0.9053,0.958,-0.737,-1.288,1.082,-2.22,-2.256,-0.01782,1.752,0.2305,-1.834,0.6235,1.492,1.036,0.399,2.707,-1.585,-1.733,2.625,-1.877
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000014.jpg,0.7246,-1.338,2.03,0.795,0.5537,3.764,-3.855,-0.2964,-3.398,0.8105,-3.438,-0.5234,1.691,-0.3442,1.791,-1.153,3.082,-3.75,2.695,1.646,3.537,-1.67,1.922,-2.137,1.74,-0.1757,2.77,0.4397,-3.662,1.469,-1.604,-0.7534,3.906,1.365,0.3625,3.67,3.355,0.18,-0.1012,-1.327,0.1498,3.2,-0.523,-2.371,1.418,0.1675,-0.0806,0.5415,-3.969,0.4949,3.215,-0.1396,0.4219,1.086,-0.9346,-0.88,-3.146,1.065,-1.842,-1.773,1.26,0.4207,-0.2385,-1.256,-2.16,-0.7305,-3.53,0.1421,-0.736,0.8267,-0.3196,1.507,-2.29,1.318,-0.9644,-1.23,0.04376,3.355,-1.98,-1.816,0.7705,0.8296,-1.385,2.383,-4.16,-1.625,1.6045,-0.337,-0.9023,1.97,1.619,1.344,3.314,-2.494,0.08154,2.01,1.202,1.873,0.585,0.1809,-0.2974,0.793,0.535,2.125,0.786,0.2935,1.277,-2.06,-0.0681,1.895,0.787,-0.919,-0.4058,0.6797,-1.56,-1.646,0.4,1.226,-3.934,-1.059,-1.047,0.3218,0.8486,2.523,-2.135,-2.305,4.484,-5.094
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000015.jpg,4.37,-0.336,3.012,-2.297,0.04395,0.757,-1.551,0.776,-2.29,-0.64,-3.273,1.208,-0.62,0.968,1.615,1.256,0.929,-0.6343,-1.215,0.9766,1.724,-1.086,-1.896,-2.766,0.998,-0.3704,-2.582,0.3108,-3.492,3.166,0.8203,-3.568,1.582,0.7065,0.7603,2.639,3.969,0.5254,-2.43,-2.3,2.512,0.385,2.016,-0.739,-1.414,1.117,1.041,0.8037,-1.908,0.6367,1.947,-2.953,2.371,1.467,1.01,-1.182,0.8047,-3.89,-2.3,1.286,2.562,1.439,-2.275,1.604,0.6714,-1.891,-1.545,3.035,-0.463,-0.3606,-3.98,1.037,-1.766,1.434,-3.041,-2.605,0.5005,2.09,-0.78,0.7734,-0.06116,2.031,-1.346,3.688,-1.1875,-4.445,0.3228,2.695,-0.911,-0.993,-0.7603,3.062,1.069,2.479,0.296,1.169,0.4927,-1.566,-0.634,-2.06,-1.656,4.6,0.664,-0.518,-1.857,1.6045,1.035,-1.346,1.369,1.809,0.436,-0.774,-2.379,-3.344,-0.172,1.485,0.06647,-2.076,-4.004,1.498,-3.883,-1.637,0.8433,1.779,-2.928,-1.695,0.711,0.63
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000016.jpg,1.715,0.681,3.19,-0.8237,-0.8945,2.457,-2.375,0.2898,-1.45,0.6406,-3.129,0.4795,0.06207,1.8545,2.828,-3.195,3.576,-2.184,1.28,1.64,1.367,-3.041,1.045,-0.908,1.527,-1.053,2.262,0.6035,-3.824,1.848,-0.8965,-1.15,2.188,2.092,0.852,4.19,3.238,-0.249,-0.387,-1.594,-0.02124,3.738,-0.6904,-2.328,0.1996,-0.2197,1.531,-0.01758,-3.863,0.8525,2.07,-0.7905,1.09,1.106,-0.466,0.001221,-2.832,1.579,-0.2117,-1.558,0.7686,1.861,-3.092,-0.5454,-2.041,-1.166,-1.791,0.576,0.2852,-0.2917,-0.83,0.6465,-2.621,0.407,0.0833,0.3574,1.184,2.047,-1.496,-2.475,1.293,0.4302,0.002197,1.973,-2.344,-3.064,-0.1742,0.07153,-0.3623,1.622,-0.1938,0.3208,2.656,0.3174,-1.336,1.834,1.797,1.23,-0.4446,-0.603,-0.8105,1.03,0.1024,1.699,0.582,1.788,1.318,-2.203,1.057,2.68,0.4531,0.522,0.7275,1.482,-2.55,-0.793,0.1621,1.446,-2.223,1.03,-0.8135,1.299,1.24,4.14,-3.186,-3.006,3.371,-2.943
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000066.jpg,0.4146,-0.0939,3.283,-0.8413,-2.176,1.322,0.08044,1.693,-1.208,-0.3015,-1.139,1.842,-1.881,2.133,1.556,-1.07,-0.2766,-0.349,0.4175,1.498,1.143,-3.39,0.05182,-2.188,-0.0799,-0.01242,0.00641,-0.1462,-1.019,1.847,1.443,-0.923,0.9053,1.007,0.1649,2.844,2.121,1.17,-1.414,-2.828,3.07,1.482,3.45,1.223,-2.746,1.455,0.333,0.671,-2.332,3.035,2.465,-2.582,0.91,1.984,0.6006,-0.7764,-1.012,-1.131,-0.8066,-0.756,2.098,0.4243,-2.498,2.46,0.59,3.188,-0.04636,0.2325,-1.527,-2.125,-3.309,4.04,-0.88,0.5205,0.629,-2.14,-1.479,1.572,-2.05,1.352,2.152,1.029,-0.013916,1.549,-1.801,-1.691,1.855,1.795,-2.012,-0.495,0.2874,2.154,-1.41,2.88,-1.113,2.05,-0.902,-1.423,-1.332,0.879,-2.531,4.625,0.9185,-1.514,-0.03125,1.754,-0.933,-1.09,1.0,-2.592,-0.5283,0.1539,-1.979,-2.246,-1.388,0.156,-0.7393,-2.98,-2.316,-0.4556,-1.434,-2.09,2.268,1.946,-5.496,1.168,1.791,0.4565
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000067.jpg,1.578,-1.213,2.594,-1.449,-0.1428,0.895,-3.312,-0.6436,-1.881,1.797,-3.797,0.869,0.1259,0.6006,1.129,-1.633,3.186,-1.238,0.6343,1.865,1.951,-0.702,2.395,-2.879,1.062,-0.843,0.7773,-0.701,-3.02,2.693,-0.2023,-0.6323,2.824,2.121,0.867,4.04,4.34,-0.04907,-2.238,-1.994,2.693,3.262,1.408,-2.81,-0.4194,0.9336,1.854,-0.10034,-2.816,0.865,0.7764,-1.847,2.176,0.8423,-1.256,-0.934,-0.923,-1.618,-0.9385,-0.005737,1.844,2.197,-2.031,2.453,-0.10046,-1.396,-3.117,0.68,1.04,-0.6807,-2.348,0.687,-0.08246,-0.8213,0.04095,-2.207,-0.01166,3.729,-1.79,-0.478,2.145,1.542,-0.5654,3.98,-3.164,-1.631,0.5044,1.265,-1.488,1.322,0.4438,1.883,0.838,0.329,-0.2695,1.3125,0.756,0.2976,-0.9395,-0.87,-2.086,1.295,0.385,1.713,-0.7627,1.531,2.465,-0.8115,1.959,3.098,1.185,-0.1641,-0.543,-2.215,0.3586,-0.823,0.7944,0.871,-3.992,0.3591,-1.669,-0.1547,1.559,2.906,-1.81,-1.513,2.758,-2.64
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000068.jpg,2.2,2.69,6.33,-3.045,1.796,4.17,0.802,-0.673,-4.258,2.785,-3.488,1.098,0.635,3.113,-0.5,0.846,1.78,-2.998,-1.115,-0.8594,1.338,-0.4834,0.01416,-2.057,2.273,-1.11,0.07446,-0.53,-5.273,0.5913,-0.07025,-1.942,3.625,0.3374,0.654,0.99,-0.1045,1.42,0.6963,1.336,-0.355,-0.6636,1.721,-1.038,-2.273,-0.06604,0.1917,0.1636,-2.191,2.363,-0.1322,-0.8535,1.189,2.562,1.608,-0.4302,-4.31,0.84,1.822,1.208,2.637,-0.1384,-1.845,-1.918,-0.6406,0.4902,-2.41,-3.969,-0.05414,0.995,0.138,-1.413,1.393,3.57,-2.078,-0.24,-1.283,0.627,-2.98,0.135,0.0694,-0.4556,-1.492,3.57,-8.03,0.2463,-2.018,1.447,0.1582,0.0776,2.363,-0.9814,-1.521,-1.079,0.3047,0.389,0.0814,0.437,3.434,-0.9717,2.387,5.617,-0.3667,0.711,4.156,3.402,1.336,-2.355,-0.00983,2.229,1.557,-1.916,-0.338,0.05524,-0.3057,0.573,-0.74,-0.94,-2.594,-0.08887,-1.029,3.654,1.291,1.652,-2.994,1.711,2.992,-0.84
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000069.jpg,2.889,0.2021,2.594,-2.016,0.96,-0.11774,-1.674,1.746,-1.494,2.344,-5.207,0.745,-0.3848,-0.04562,1.619,-0.0913,4.66,-2.59,1.147,2.16,1.732,0.3247,1.385,-1.518,1.544,-1.991,-0.629,0.884,-2.586,2.867,-1.339,-0.1611,4.867,1.32,0.5293,2.547,5.188,-1.355,-2.06,-1.832,1.504,2.012,-0.12256,-2.543,0.6387,-1.652,2.348,-0.1079,-0.7173,0.010056,3.63,-2.504,1.96,1.534,-1.026,-1.473,-1.383,-0.9624,-2.695,-1.092,1.177,2.023,-1.547,0.1173,-0.6787,-2.06,-2.973,2.209,2.146,-0.4185,-1.825,-0.8105,-1.924,0.722,-1.666,-0.2837,-1.262,3.564,-1.734,0.01953,0.753,3.246,-0.67,2.998,-3.082,-2.875,0.95,0.4653,-1.893,0.6953,-0.3098,1.168,2.236,-0.821,-0.2185,1.744,1.713,-0.58,-0.4556,-0.7017,-1.145,0.6826,0.0938,3.115,-0.672,1.999,2.52,-1.58,0.09375,3.871,0.2092,0.7666,-0.8145,0.2598,1.336,-0.9478,0.74,1.191,-2.756,0.6646,-3.938,1.168,1.11,1.933,-1.054,-1.506,3.617,-2.857
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000071.jpg,-0.845,0.5317,5.414,-1.024,-0.0688,5.492,0.07996,0.7896,-2.656,1.865,-1.955,1.722,-1.001,1.506,-0.3076,-0.802,-0.9854,-4.605,0.0796,2.184,1.482,-3.172,3.11,-2.832,1.413,0.111,1.096,-1.083,-5.32,-0.543,0.665,-0.8535,1.525,-0.1011,-0.6025,2.564,2.787,2.914,1.625,0.0279,1.715,1.178,-0.078,-0.609,-1.157,0.7676,-1.262,0.9365,-4.566,3.988,0.908,1.303,0.6865,3.36,0.879,-0.4312,-4.02,-0.626,2.156,2.365,1.133,-0.1575,-1.61,2.73,1.037,0.656,-2.098,-1.923,-1.155,-0.784,-2.521,4.336,1.305,0.2317,-2.3,-2.213,0.2874,1.383,-3.062,2.332,2.104,0.5635,1.382,1.704,-3.822,0.3684,-0.5225,1.532,0.5894,2.824,2.2,1.172,-1.709,3.008,-2.025,1.036,-0.0484,0.4465,0.572,1.422,-0.7334,4.684,0.0842,-1.51,1.047,4.453,0.02527,-0.871,0.2676,1.27,-0.3845,-2.094,-3.254,0.2852,0.3157,-0.351,-0.555,-0.2786,-1.748,-1.633,-0.4346,1.1,3.332,3.957,-6.688,1.746,2.574,-1.998
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000072.jpg,3.988,-1.179,5.27,-2.0,-0.615,2.234,-2.094,2.2,-4.316,-0.5947,-3.164,3.09,-0.2942,2.729,2.777,0.637,0.11096,-1.375,-1.646,1.584,0.7637,-1.125,-1.094,-4.63,2.03,0.263,-0.616,-2.922,-3.467,2.32,2.328,-2.393,-0.2725,1.07,1.779,2.336,4.81,3.43,-3.67,-4.242,1.0205,1.709,2.613,-1.234,-4.13,1.66,2.262,0.2367,-1.558,0.793,1.268,-3.03,2.746,0.703,-2.809,-1.999,1.06,-1.444,-2.322,1.035,3.342,0.1755,-2.66,4.07,0.5195,0.4404,-2.926,2.275,-1.617,-0.8164,-5.418,4.04,-1.508,0.6084,-1.607,-3.32,-0.05722,3.7,-1.489,-1.049,1.7295,-0.4639,-0.1333,5.1,-1.79,-5.53,4.79,1.44,-0.3623,-0.8745,-2.77,0.8525,-1.714,1.635,0.824,2.316,-2.19,-2.252,0.4133,-0.01224,-0.6626,5.43,2.084,0.11304,-1.117,1.638,3.422,-1.079,2.516,-0.8623,0.8926,-1.642,-3.023,-2.922,0.9414,0.1995,-1.036,-3.168,-2.807,-1.2295,-3.635,-1.058,2.592,2.21,-4.72,-3.182,1.527,1.656
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000073.jpg,1.227,-1.508,1.373,-0.4946,-0.08545,-0.3633,-1.917,0.9556,-1.155,3.105,-0.5703,1.053,2.184,0.6353,2.5,-2.137,2.627,-0.547,1.539,-1.313,0.0894,-4.758,-2.672,0.1271,1.661,-1.925,-0.3462,1.41,-1.48,1.14,-0.9194,-2.736,3.008,-0.2494,1.967,3.422,4.332,-1.175,-1.2295,-5.203,2.27,-0.3713,1.289,-0.882,-2.117,2.762,1.166,2.719,-0.2554,1.033,2.736,-0.9756,1.195,5.453,0.4453,-0.214,1.138,-1.191,-1.346,-0.6787,1.764,-0.6978,0.3455,1.408,1.337,0.9116,0.2668,5.11,-0.9775,0.5176,-2.719,2.676,-1.996,-1.428,-0.8047,-2.096,0.5825,1.216,-2.639,-2.121,-1.407,-0.7803,1.8,1.821,-0.11456,-3.773,1.244,0.4094,-0.2014,-0.1902,1.102,3.762,-0.5215,1.746,-0.2329,4.062,-1.181,-0.457,2.672,2.336,-0.8706,5.85,4.676,-0.003418,2.172,-1.281,-1.326,-2.332,1.891,1.576,1.022,-4.258,-1.146,-4.098,-1.711,0.05438,-0.4766,-3.176,-4.242,2.273,-4.477,-0.3901,3.225,1.18,-4.594,-1.046,3.455,2.879
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000074.jpg,0.544,2.457,4.43,-3.748,1.398,3.492,-1.442,0.149,-3.908,1.309,-4.344,2.504,1.177,2.44,-0.4253,-1.289,-0.1383,-0.877,0.3428,-1.147,2.094,-2.527,0.1167,-1.084,1.328,-0.3228,2.805,-0.01257,-6.96,1.654,0.783,-2.871,2.05,2.203,-0.0531,2.896,2.342,-0.1758,0.2612,-1.218,1.006,-0.7124,0.4963,-0.4028,-2.348,2.64,1.428,-0.9604,-2.781,0.1946,-2.264,0.8916,2.443,2.64,-0.4775,-0.6416,-3.396,-0.226,-1.615,1.147,3.041,0.2124,-3.895,0.08746,0.7886,-0.2676,-0.535,-1.589,-0.2235,-0.1758,-2.203,1.432,0.561,3.518,-1.686,0.1765,-1.723,2.121,-2.594,1.075,1.314,0.2332,-1.082,2.469,-5.4,-1.69,1.416,2.305,0.905,-0.2,1.046,1.015,-1.524,0.3716,-0.6973,1.67,-2.742,-0.252,0.8125,1.853,-0.04626,5.254,2.826,-0.2008,3.016,0.7075,1.129,-3.754,1.941,1.178,0.495,-2.59,1.639,-2.746,-0.9614,1.133,0.3018,-2.66,-3.438,-3.785,-1.299,0.993,2.617,4.06,-6.625,0.4565,2.523,-1.252
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000075.jpg,-0.951,-1.849,1.462,1.016,0.4468,0.9824,-0.871,-0.3923,-2.205,2.977,-3.61,0.751,2.086,-2.057,2.402,-2.96,3.38,-3.246,1.026,2.629,2.746,-2.293,0.8364,0.0685,2.27,-1.325,1.885,0.6416,-1.644,1.896,-2.7,-1.367,3.766,2.129,-0.2053,3.805,1.658,-1.633,0.871,-3.754,1.888,3.79,-2.547,-0.8506,1.182,-0.4932,-0.03503,0.1016,-3.168,0.03424,3.371,0.558,0.3784,1.835,0.00966,-0.993,-1.689,0.7856,-0.538,-1.201,-1.125,-0.3027,-0.677,0.9414,-0.4463,-1.311,-3.277,1.467,0.6494,-0.7354,-0.8154,0.4595,-2.504,0.2461,0.7305,-2.104,0.1306,2.543,-1.871,-0.639,0.9697,2.666,-0.0487,1.258,-3.45,-0.351,-0.5713,-0.4277,-1.416,3.672,1.097,0.9463,2.412,0.02179,-1.866,1.549,1.2,1.682,0.1316,1.25,-2.027,1.059,-0.4316,0.92,1.005,1.098,0.706,-1.966,-0.241,2.012,0.3171,0.754,0.1514,0.2079,-1.898,-2.402,1.931,1.162,-2.926,0.0559,-0.1406,0.878,3.062,1.736,-1.551,-3.422,3.338,-4.242
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000157.jpg,2.174,2.432,3.996,-4.695,-0.721,2.39,-0.255,-0.4731,-2.383,2.346,-1.723,2.018,-0.67,0.239,-1.864,-3.459,1.285,-0.278,-1.574,0.666,3.01,-0.5283,-0.6846,-1.136,1.266,-1.479,-0.05197,-0.02234,-7.445,3.064,-0.6323,-4.535,4.098,1.396,-0.4993,2.727,4.17,-1.02,0.5215,-3.617,3.55,-0.8184,2.377,-0.8574,-0.716,2.506,-1.366,-0.8623,-2.734,-0.7773,-1.055,-0.2131,2.035,1.861,0.913,0.07263,-4.61,-2.814,-0.975,-0.0479,3.355,1.773,-3.734,0.706,-1.111,-1.535,-3.145,0.973,-0.06165,-1.277,-2.578,-0.532,0.936,0.449,-0.8525,-2.271,-2.098,0.1103,-2.168,2.598,0.0792,1.967,0.4414,2.809,-6.758,-1.952,-0.7783,2.543,-0.703,-0.4377,1.38,1.334,0.3882,1.752,-2.375,2.15,-2.318,-2.988,1.67,-0.3213,-2.896,5.85,0.2104,-0.748,1.803,2.85,0.866,-5.01,1.32,0.2712,-0.0831,-1.16,2.096,-1.164,-0.2778,-0.10547,2.19,-2.18,-3.945,-0.3896,-3.46,0.626,1.754,4.547,-5.043,2.266,2.514,1.392
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000159.jpg,2.844,-1.168,3.273,-1.492,-0.878,1.662,-2.951,1.584,-2.895,-0.885,-2.367,1.583,-1.214,1.539,2.363,0.7393,0.2563,0.0924,-0.2146,0.663,0.9355,-1.273,-0.02304,-3.574,1.035,-0.3848,-1.2,-1.748,-1.545,2.518,0.546,-2.13,1.525,0.8027,1.425,1.551,3.885,2.465,-3.434,-4.06,1.498,0.1863,2.72,-1.312,-2.762,1.689,0.9233,0.967,-0.9385,1.379,1.863,-2.732,1.717,1.33,-1.434,-2.422,0.84,-2.064,-1.58,0.954,2.754,1.105,-1.202,2.965,-0.1146,-0.352,-1.922,2.621,-0.7603,-1.393,-3.848,2.861,-1.304,0.7227,-1.207,-3.496,-1.35,3.426,-0.9917,-0.12024,-0.013824,0.02121,-0.3862,3.387,-0.883,-4.117,3.062,1.744,-1.553,-1.5205,-1.025,0.9014,-1.164,2.04,0.6157,1.09,-2.078,-2.09,-0.7725,0.2817,-1.202,4.39,2.184,-0.4128,-1.408,0.756,1.844,-0.2666,1.904,-0.7783,0.8384,-1.134,-2.596,-2.621,-0.4382,0.5625,-1.423,-2.672,-3.258,-0.7925,-4.242,-1.629,1.129,2.805,-4.39,-1.398,1.873,1.908
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000160.jpg,0.8633,1.691,3.059,-1.418,-0.791,3.473,-0.9805,-0.4587,-1.613,0.5596,-1.537,1.315,-0.6094,1.209,0.8506,-2.488,0.401,-2.207,1.928,-0.0742,2.334,-2.377,1.244,-1.799,1.992,0.1024,3.12,-0.12134,-5.617,1.106,-1.08,-3.52,1.961,1.945,-0.5337,3.371,2.092,-1.71,1.139,-0.1614,2.014,0.8896,0.2283,-1.119,-0.1265,1.57,0.672,-0.877,-3.395,1.088,-0.5083,2.621,0.962,1.609,0.925,-1.617,-4.453,1.695,-1.982,-1.733,0.412,2.13,-3.75,-0.635,-0.355,-0.825,0.0862,-1.245,0.4006,0.7363,-1.553,-0.3235,-2.633,0.913,-1.436,1.108,-1.801,0.4124,-1.514,-0.0759,0.0349,0.5,-0.3364,2.508,-6.344,-1.547,-0.0321,-0.2578,0.52,-0.2563,1.213,1.44,-1.389,0.245,-2.602,1.262,-0.6655,-0.294,-0.4043,0.8184,-2.8,3.348,2.637,0.3872,3.477,2.559,0.272,-4.184,0.4248,0.8467,0.1476,-1.426,2.82,2.041,-1.555,1.391,1.126,0.6987,-0.755,-1.998,-0.581,0.4092,1.577,6.89,-5.938,0.1757,3.854,-3.473
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000161.jpg,0.9062,0.07886,2.525,-1.183,-0.921,4.055,-1.287,1.031,-1.576,0.559,-2.727,1.619,-1.886,3.227,-0.2964,-0.4192,-1.754,-0.3406,-1.093,1.461,1.693,-2.94,0.5933,-2.18,-0.2751,0.84,1.492,-1.759,-5.395,1.797,1.649,0.5957,-1.41,0.1443,0.4097,3.004,3.703,3.686,-1.838,-0.8525,1.3,3.203,2.352,0.0448,-3.164,2.432,1.258,0.3203,-3.635,0.826,-0.3408,-1.037,1.643,0.09485,-0.7563,1.316,-0.794,-0.145,-0.2017,1.079,2.826,0.8096,-3.346,2.639,0.1873,-0.316,-1.285,-1.334,-2.32,-0.9062,-3.152,4.492,2.555,1.086,-0.835,-1.619,1.699,2.418,-2.574,0.8066,3.305,-0.717,-0.6196,2.82,-2.852,-2.824,1.779,1.988,0.2144,1.228,-0.827,0.871,-0.4165,1.747,0.642,2.275,-2.102,0.178,0.08057,0.314,-0.8037,2.955,0.3257,-3.0,-1.234,0.713,0.8213,-0.2455,2.053,-0.5903,1.135,-2.05,-1.422,-2.283,-1.379,-0.88,-1.678,-2.184,-1.971,0.07153,0.966,0.4644,1.343,1.244,-4.17,-2.025,1.195,-2.473
../ISIC_data/ISIC_2019_Training_Input/ISIC_2019_Training_Input//ISIC_0000162.jpg,2.887,-2.787,3.125,-1.883,0.4688,3.6,-3.035,1.953,-3.383,-0.1372,-3.23,0.57,1.063,0.6655,2.418,-0.0863,-0.837,-0.4868,0.4666,0.1254,1.48,-3.23,-2.355,-3.3,2.398,-0.386,-0.3442,-1.636,-3.223,1.428,-0.06134,-1.738,2.041,0.706,2.262,1.672,4.85,2.992,-4.297,-5.016,0.825,-0.372,2.738,-1.088,-5.45,2.703,1.985,0.799,-1.231,2.025,2.52,-3.426,2.178,2.492,-1.863,-0.6787,0.10004,-2.28,-2.43,1.845,3.232,0.4424,-0.511,2.312,0.867,-0.294,-2.457,4.758,-1.764,-0.44,-3.547,4.625,-1.564,1.496,-1.842,-3.574,-1.523,3.19,-2.133,-0.047,-0.3271,-1.577,0.2837,2.973,-0.9277,-4.22,4.23,2.035,-0.5073,0.5063,-0.5435,1.57,-1.041,3.008,0.9414,2.65,-3.816,-2.742,0.9067,0.3892,0.3125,6.992,3.688,1.75,0.08203,0.11957,3.01,-1.497,0.6265,-0.709,1.008,-2.902,-3.068,-3.898,-0.961,0.9814,-0.6055,-4.254,-3.895,0.1097,-5.9,-2.014,1.534,1.105,-5.6,0.06824,2.691,2.973
